"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","20th Americas Conference on Information Systems, AMCIS 2014","2014","20th Americas Conference on Information Systems, AMCIS 2014","","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905994643&partnerID=40&md5=77f2851f6be7920fec94c025d7ba88e4","The proceedings contain 436 papers. The special focus in this conference is on Information Systems. The topics include: A classification of factors that impact the role of the CIO; a comparison of IT governance and control frameworks in cloud computing; a conceptual approach for optimizing distribution logistics using big data; a database-driven model for risk assessment; a framework for developing integrated supply chain information system; a maturity model and web application for environmental management benchmarking; a model of distributed agile team; a model of effective IT governance structures for developing economies; a multi-agent system for healthcare data privacy; a novel indexing method for improving timeliness of high-dimensional data; a systematic review of cloud computing, big data and databases on the cloud; a user satisfaction study of the London congestion charging e-service; achieving business goals with gamification; addressing levels issues in IS qualitative research; affect infusion in a computer based multitasking environment; alignment between business process governance and IT governance; an actor-network perspective on business process management; an agent-based system for medication adherence monitoring and patient care; an application of the knowledge management maturity model; an efficient stochastic update propagation method in data warehousing; an empirical study of consumer behavior in online pay-to-bid auctions; an empirical study of the gratifications of customer resonance on purchase intention; an explorative study of mobile apps in the enterprise; an information system framework and prototype for collaborative and standardized Chinese liquor production; an ontology-based record management systems approach for enhancing decision support; an organizational mining approach based on behavioral process patterns; applying emergent outcome controls to mitigate time pressure in agile software development; augmented reality and print communication; barriers to green IT service management; behavioural affect and cognitive effects of time-pressure and justification requirement in software acquisition; a holistic investigation into factors affecting social media utilisation in the workplace; beyond traditional IT-enabled innovation; a key capability for competitive advantage; BIS adoption determinants in SMEs; boundary spanning and the differentiated effects of IS project deviations; business continuity in network organizations - a literature review; business intelligence and analytics; start-ups in the text analytics software industry; categorising software contexts; causal model for predicting knowledge sharing via ICTs; changing boundaries in virtual (open) innovation work; an organizational learning approach; co-creation in branding through social commerce; communication privacy management in the digital age - effects of general and situational privacy concerns; communities of sentiment around man-made disasters; compensation of IT service management employees; conceptual review of formative assessment in virtual learning environment; conceptualizing business value of IT in healthcare to design sustainable e-health solutions; conditions for participation within synchronous online collaborative learning; consultant strategies and technological affordances; contextual preferences and network-based knowledge sharing in china; contingent role of knowledge self-efficacy distribution on diffusion of knowledge in peer-to-peer networks; data fusion-based decision support architecture for intensive care units; decreasing waiting times with human and equipment resources; design guidelines for a mobile app for wellbeing of emerging adults; designing a hybrid academic workshop; determinants of CIOs reporting relationship; determinants of it job occupations; developing a conceptual model for project knowledge management; developing an engaging IT degree; developing social capital in online communities; development of measurement instrument for sustainable agricultural management; drivers of information quality on blogs; communication preparedness using emergency description information technology; extent of use and overall performance mediated by routinization and infusion; educated people with disabilities in the ICT field; effectiveness and efficiency of blended learning - a literature review; effects of IT-culture conflict and user dissatisfaction on information security policy non-compliance; EHR adoption in healthcare practices; ensuring positive impact of data quality metadata; enterprise architecture as enabler of organizational agility - a municipality case study; enterprise SNS use and profile perceptions; enterprise system lifecycle-wide innovation; evaluating emotions in mobile application descriptions; evaluation of firm level technology usage in developing countries; examining intersubjectivity in social knowledge artifacts; examining the impact of emotions on trust in virtual teams; examining the role of legal climate on individual creativity in virtual worlds; experiential learning with an open-source enterprise system; exploring configurations of affordances; exploring the existence of network governance in the software as a service value network; exploring user satisfaction of the public e-services in the state of Qatar; factors related to social media adoption and use for emergency services operations; features for social CRM technology - an organizational perspective; financial incentives for medication adherence; from strategic to operational collaborations; a qualitative and quantitative analysis of scientific literature; icon design and game app adoption; ICT development and corruption; impact of electronic diabetes registry use on care and outcomes in primary care; impact of online customer reviews and incentives on the product sales at the online retail store; impacts of organizational behavior on it project teams; improving healthcare outreach to a vulnerable community group; improving knowledge-intensive business processes through social media; information security and insider threats in small medical practices; information security in value chains; information systems security training in organizations; recognizing ritualistic behavior by abstracting technical indicators from past cases; inspiring and cultivating female innovators through mobile app development; IT enabled agility in organizational ambidexterity; IT enablers for task organization and innovation support to drive team performance; IT-enabled intangibles and IT capabilities; joint effect of organizational identity and trust on ERP implementation success; critical factors for achieving smart grid value; market reaction to information technology investment announcements in Russian firms; method-based versus software-based design innovation; differences in environment-based voluntariness; news media sentiment of data breaches; online electronic thesis support system at maritime university; a pedagogical approach of promoting information security education; patterns of designer-user interactions in the design innovation process; personality type effects on online credit card payment utilization; personalized design of online communities; predicting fraud from quarterly conference calls; pricing quality attributes of internet domain names; protection motivation driven security learning; prudential risk management of IT sourcing strategies; real-time task attributes and temporal constraints; analyzing requirements cognition in multiple development paradigms; rethinking the concept of organizational readiness; role of justice in information system service recovery process; impression management as motivation to use social networks; seeking efficiency and productivity in health care; sentiment analysis method review in information systems research; smart sustainability through system satisfaction; bridging the gap between online social networks; social determinants of Facebook commerce acceptance; social media communication in European airlines; exploring content guidelines and policy using a grounded theory approach; the use of online social networks to support shopping-oriented decision making; software ecosystem orchestration; visibility feature designs increase tablet use; technology in practice in Brazilian judiciary; testing the group task demands-resources model among IT professionals; the antecedents and impacts of mobile technostress in the workplace; the combined effects of IT and HRM capabilities on competitive performance; the effects of salience, deterrence, and social influence on software piracy; towards a business model framework for E-learning companies; towards understanding and overcoming hurdles in PDMS projects in Germany; trends in the E-learning ecosystem; understanding usages and affordances of enterprise social networks; user interface design and the halo effect; using crowdsourcing tools for implementing open strategy; value proposition of agility in software development - an empirical investigation; virtual team performances in crowdsourcing contests; will insurance brokers use mobile insurance service platform and the antecedents and consequences.","","","Conference review","Final","","Scopus","2-s2.0-84905994643"
"Chen J.; Zhao X.; Wang Y.","Chen, Jin (54946985800); Zhao, Xiaoting (56024323600); Wang, Yuandi (55060518600)","54946985800; 56024323600; 55060518600","A new measurement of intellectual capital and its impact on innovation performance in an open innovation paradigm","2015","International Journal of Technology Management","67","1","","1","25","24","45","10.1504/IJTM.2015.065885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919397363&doi=10.1504%2fIJTM.2015.065885&partnerID=40&md5=d4c2682bdba257ac76c569e22769c73c","Companies have traditionally considered innovation an internal process, and accordingly, they have relied on their internal intellectual capital. However, this closed innovation strategy has, in recent years, been superseded by an open innovation strategy. The existing measurement model of intellectual capital, which is concerned mainly with an internal dimension, is no longer appropriate for open innovation practice. To address this challenge, this paper reconstructs the measurement model of intellectual capital, expanding the concept to include both internal and external dimensions, both of which have the same three elements: human, structural, and relationship capital. To test the reliability and validity of this new model, we explore the impact of each element on innovation performance through an empirical study of 149 companies in China, and we find that all elements of internal and external intellectual capital have a significantly positive impact on innovation performance. This implies that our new measurement is appropriate for firms with an increasing degree of openness for innovation. Copyright © 2015 Inderscience Enterprises Ltd.","Innovation performance; Intellectual capital; Measurement; Open innovation","Engineering; Industrial management; Measurement; Closed innovations; Empirical studies; Innovation performance; Intellectual capital; Internal dimensions; Open innovation; Relationship capitals; Reliability and validity; Knowledge management","Article","Final","","Scopus","2-s2.0-84919397363"
"De Pablos Heredero C.; Botella J.L.M.; Los Santos I.S.","De Pablos Heredero, Carmen (7801359948); Botella, Jose Luis Montes (57003604000); Los Santos, Ignacio Soret (57070335800)","7801359948; 57003604000; 57070335800","Open innovation practices applied to efficient replenishment","2015","Improving Organizational Effectiveness with Enterprise Information Systems","","","","89","107","18","0","10.4018/978-1-4666-8368-6.Ch006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955118761&doi=10.4018%2f978-1-4666-8368-6.Ch006&partnerID=40&md5=bd26a24e2337e7019ea7e5f6dcc4a2a5","To collaborate with customers by making use of innovative strategies is today required. For this it is necessary to adapt the business innovation system to the characteristics of the market demands taking into account the technological and social change. The aim of this book chapter consists of proposing a model that allows the measurement of knowledge and the generation of organizational improvement in the initiatives of customers' co-creation in innovative processes. The model explains how the relational capital in a firm increases as strategic generic actions are promoted in the supplier, in the product, in the customer, in the distribution channel and other general business variables. The model has already been applied to efficient replenishment practices in the Spanish market. © 2015, IGI Global.","","","Book chapter","Final","","Scopus","2-s2.0-84955118761"
"Blohm I.; Leimeister J.M.; Krcmar H.","Blohm, I. (36006444300); Leimeister, J.M. (7801481147); Krcmar, H. (6603243872)","36006444300; 7801481147; 6603243872","Managing open-innovation communities: The development of an open-innovation community scorecard","2013","Open Innovation in the Food and Beverage Industry","","","","215","234","19","3","10.1533/9780857097248.3.215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902565583&doi=10.1533%2f9780857097248.3.215&partnerID=40&md5=5d29ce3f9f264093c3a9c436b09de8fa","This chapter presents a holistic approach for systematically managing open-innovation communities (OICs) on the Internet. Based on existing innovation and virtual community management approaches, an open-innovation community scorecard is developed that consists of an innovation process, a community member, an organizational learning and a financial perspective. The scorecard helps operators of OIC to systematically manage their OIC in order to harness the full potential of this mode of customer integration. An innovation performance measurement perspective is used and the most important goals of such OICs are transformed into operations that can be measured and managed. Based on its implementation at the software producer SAP, suggestions for its implementation are offered. © 2013 Woodhead Publishing Limited All rights reserved.","Balanced scorecard; Innovation community; Management; Open innovation; Performance measurement; Virtual community","","Book chapter","Final","","Scopus","2-s2.0-84902565583"
"Rincón V.G.; Bergman G.R.; Castaño B.P.","Rincón, Viviana Gutiérrez (55565198900); Bergman, Gladys Rincón (57198117506); Castaño, Bernardo Pérez (55565036900)","55565198900; 57198117506; 55565036900","Knowledge Management as a Tool for the Productive Transformation of a Region in a Developing Country","2010","Proceedings of the European Conference on Knowledge Management, ECKM","","","","426","435","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872658955&partnerID=40&md5=52ebd99a509d17fcf3e909eec6c3b27a","With the aim of bringing about and facilitating the processes of innovation and production transformation in the Valle del Cauca department, which involves the competitive development of the region, a knowledge management model has been designed for the University-Firm-State relationship. The aim of this model is to determine the scientific, technological and innovatory capacity of the region, reinforce the regional capacity for the generation, management and use of knowledge, consolidate the institutional nature of the Regional System of Science, Technology and Innovation, and encourage innovation in production sectors. This research uses the empirical-analytical method to respond to the question, 'How to use knowledge management as a driving force for innovation and the production transformation of a region in a developing country?' The model is based mainly on the theoretical bases of triple helix innovation which brings together institutional players of the university, industry and State, as well as the knowledge activities identified by Holsapple y Joshi in the Intellectus model of the measurement and management of intangibles. The results show that the production transformation of the region based on knowledge management and innovation is not a spontaneous process, it requires effort on the part of the players within a regulatory framework which generates mechanisms which will enable the production sector to add greater value to their processes, products and services as a result of interaction with the research networks, centers and groups and their networks for transferring the results of their research. This model is organized around the dynamics of the Regional System of Science, Technology and Innovation, to be put to use by those institutions which play a decisive role in the region such as Departmental Council for Science, Technology, and Innovation (CODECTI), the University-Firm-State Committee of Valle del Cauca (CUEEV), the Network of Universities for Innovation in Valle del Cauca (RUPIV) and the Regional Commission for Competitiveness of Valle del Cauca (CRCV).","Competitiveness; Innovation; Knowledge management; Open innovation; Production transformation; Regional innovation system; Relationship university-firmstate","Competition; Developing countries; Industry; Knowledge management; Regional planning; Research; Societies and institutions; Competitiveness; Driving forces; Knowledge management model; Open innovation; Production sector; Products and services; Region-based; Regional innovation systems; Regulatory frameworks; Relationship university-firmstate; Research networks; Spontaneous process; Theoretical basis; Triple helixes; Innovation","Article","Final","","Scopus","2-s2.0-84872658955"
"Chesbrough H.","Chesbrough, Henry (6603859674)","6603859674","Managing open innovation","2004","Research Technology Management","47","1","","23","26","3","434","10.1080/08956308.2004.11671604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346503010&doi=10.1080%2f08956308.2004.11671604&partnerID=40&md5=9ed6321e4deeaf47fd3d5150ffa1d459","Industrial innovation is becoming more open, requiring changes in how firms manage innovation. External sources of knowledge become more prominent, while external channels to market also offer greater promise. This complicates the evaluation of early-stage technology projects, which often involve significant technical and market uncertainty. In such circumstances, companies need to ""play poker"" as well as chess. Measurement errors (false positives, false negatives) are likely to arise from judgments about the commercial potential of early-stage projects. Most companies' policies consciously limit ""false positives"" in assessing a project's commercial potential, but few companies take steps to manage the risk of ""false negatives."" New metrics may help a firm focus more upon external sources of innovation to enhance its business model, and enable the firm to salvage value from false negatives that otherwise would be lost.","","Industrial research; Investments; Project management; Research and development management; Closed innovation; Industrial innovation; Market uncertainty; Open innovation; Industrial management","Article","Final","","Scopus","2-s2.0-0346503010"
"","","","10th IFIP WG 5.5 Working Conference on Virtual Enterprises, PRO-VE 2009","2009","IFIP Advances in Information and Communication Technology","307","","","1","832","831","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032282447&partnerID=40&md5=2a086f87c50de86dcc06ed4b4371800e","The proceedings contain 84 papers. The special focus in this conference is on Virtual Enterprises. The topics include: Developing a taxonomy and model to transfer and assess best practices for supply chain management; supply chain coordination in hospitals; a supply chain architecture based on multi-agent systems to support decentralized collaborative processes; collaborative manufacturing management in networked supply chains; collaborative capability of teams in network organizations; knowledge value creation characteristics of virtual teams: A case study in the construction sector; social protocols for agile virtual teams; analysis of interpersonal communication processes in digital factory environments; managing distributed innovation processes in virtual organizations by applying the collaborative network relationship analysis; modeling virtual organization architecture with the virtual organization breeding methodology; for a methodology to implement virtual breeding environments – A case study in the mold and die sector in Brazil; virtual operations in common information spaces: Boundary objects and practices; an alignment model for collaborative value networks; competence-based approach in value chain processes; towards a methodology for managing competencies in virtual teams – A systemic approach; an organization’s extended (Soft) competencies model; a generic framework of performance measurement in networked enterprises; transferability of industrial management concepts to healthcare networks; people at work: Modelling human performance in shop floor for process improvement in manufacturing enterprises; a balanced scorecard for open innovation: Measuring the impact of industry-university collaboration; competence ontology for network building; knowledge management with snapshots; short-term semantic consensus: Towards agile ontology specification for collaborative networks; ontological view-driven semantic integration in collaborative networks.","","","Conference review","Final","","Scopus","2-s2.0-85032282447"
"Mit E.; Shiang C.W.","Mit, Edwin (24830722000); Shiang, Cheah Wai (18042820200)","24830722000; 18042820200","Formalize the software quality measurement for heterogeneous requirements","2015","2015 9th International Conference on IT in Asia: Transforming Big Data into Knowledge, CITA 2015 - Proceedings","","","7349823","","","","0","10.1109/CITA.2015.7349823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962877304&doi=10.1109%2fCITA.2015.7349823&partnerID=40&md5=653201c5b03a98b922f27a5f0324dc04","There are two main challenges in measuring quality of software requirements: (i) There is no single model that can precisely represent the properties of heterogeneous requirements, and (ii) how to derive the quantitative measurement of the requirement properties that can be used to measure the software requirements quality? The issue of quality measurement is to define the benchmark or baseline used to transform the qualitative measurement to the quantitative measurement, and to date there are lack of particular rules or properties used to assess whether the propose software requirements fulfills the criteria. Therefore, this paper presents and discusses the framework of a new formal platform for assessing the quality of heterogeneous software requirements, which are obtain from open innovations. Hence, with this model the reliability of the software to be produced is known. This is an important study which, lead to the reduction of software failure in particular for safety-critical system. © 2015 IEEE.","Formal methods; Open innovation; Requirement measurement; Software quality","Benchmarking; Big data; Computer software selection and evaluation; Formal methods; Innovation; Metadata; Requirements engineering; Heterogeneous software; Open innovation; Qualitative measurements; Quantitative measurement; Requirement measurements; Safety critical systems; Software Quality; Software requirements; Software reliability","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84962877304"
"Zhu S.; Zhong W.; Mei S.","Zhu, Shuting (56030145300); Zhong, Weijun (9337701600); Mei, Shu'E (15754177900)","56030145300; 9337701600; 15754177900","IT-enabled relational capabilities and open innovation performance","2013","Proceedings of 2013 6th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2013","3","","6703615","446","449","3","0","10.1109/ICIII.2013.6703615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893676355&doi=10.1109%2fICIII.2013.6703615&partnerID=40&md5=afa4656ba0559f1fc399c882603a4061","To address the issue how firms improve their open innovation performance in multi-firm context and what role IT enablers play in this process, we synthesize open innovation theory, the relational view and information systems (IS) literature to build a unified conceptual model, which links relational assets to open innovation performance, and indicate the mediated effect of IT-enabled relational capabilities. The model suggests that relational assets positively affect open innovation performance, and they play a strategic role when combined with IT to create IT-enabled relational capabilities. We shed light on the open innovation research from relational view, provide implications for IS research and practice, and it is an important contribution since open innovation performance has been hard to demonstrate despite attempts to draw on a variety of method and theory. Hypotheses are derived from the conceptual model and measurement items are designed for further empirical research. © 2013 IEEE.","IT-enabled relational capabilities; open innovation; relational view","Industrial engineering; Industry; Information management; Research; Conceptual model; Empirical research; Is researches; Open innovation; Relational capabilities; Relational views; Strategic role; Innovation","Conference paper","Final","","Scopus","2-s2.0-84893676355"
"Forbes B.; Asgharian B.; Dailey L.A.; Ferguson D.; Gerde P.; Gumbleton M.; Gustavsson L.; Hardy C.; Hassall D.; Jones R.; Lock R.; Maas J.; McGovern T.; Pitcairn G.R.; Somers G.; Wolff R.K.","Forbes, Ben (7005525236); Asgharian, Bahman (57205869126); Dailey, Lea Ann (57194467546); Ferguson, Douglas (57220936293); Gerde, Per (7003801790); Gumbleton, Mark (7004431816); Gustavsson, Lena (7006791867); Hardy, Colin (7201464488); Hassall, David (7004149949); Jones, Rhys (23134944700); Lock, Ruth (35083851200); Maas, Janet (26662879400); McGovern, Tim (14319364800); Pitcairn, Gary R. (6603443210); Somers, Graham (18838466200); Wolff, Ron K. (7201588599)","7005525236; 57205869126; 57194467546; 57220936293; 7003801790; 7004431816; 7006791867; 7201464488; 7004149949; 23134944700; 35083851200; 26662879400; 14319364800; 6603443210; 18838466200; 7201588599","Challenges in inhaled product development and opportunities for open innovation","2011","Advanced Drug Delivery Reviews","63","1-2","","69","87","18","93","10.1016/j.addr.2010.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953027576&doi=10.1016%2fj.addr.2010.11.004&partnerID=40&md5=bdc608a26d31c6d0ecc0795ee6caf221","Dosimetry, safety and the efficacy of drugs in the lungs are critical factors in the development of inhaled medicines. This article considers the challenges in each of these areas with reference to current industry practices for developing inhaled products, and suggests collaborative scientific approaches to address these challenges. The portfolio of molecules requiring delivery by inhalation has expanded rapidly to include novel drugs for lung disease, combination therapies, biopharmaceuticals and candidates for systemic delivery via the lung. For these drugs to be developed as inhaled medicines, a better understanding of their fate in the lungs and how this might be modified is required. Harmonised approaches based on 'best practice' are advocated for dosimetry and safety studies; this would provide coherent data to help product developers and regulatory agencies differentiate new inhaled drug products. To date, there are limited reports describing full temporal relationships between pharmacokinetic (PK) and pharmacodynamic (PD) measurements. A better understanding of pulmonary PK and PK/PD relationships would help mitigate the risk of not engaging successfully or persistently with the drug target as well as identifying the potential for drug accumulation in the lung or excessive systemic exposure. Recommendations are made for (i) better industry-academia-regulatory co-operation, (ii) sharing of pre-competitive data, and (iii) open innovation through collaborative research in key topics such as lung deposition, drug solubility and dissolution in lung fluid, adaptive responses in safety studies, biomarker development and validation, the role of transporters in pulmonary drug disposition, target localisation within the lung and the determinants of local efficacy following inhaled drug administration. © 2010 Elsevier B.V.","ADME; Aerosol dosimetry; Deposition; Inhalation toxicology; Isolated perfused lung; Pharmacodynamics; Pharmacokinetics; Transporter","Administration, Inhalation; Animals; Drug Delivery Systems; Drug Design; Humans; Lung; Pharmaceutical Preparations; Accident prevention; Atmospheric aerosols; Biological organs; Disease control; Dissolution; Dosimetry; Drug therapy; Enzyme inhibition; Innovation; Medicine; Pharmacokinetics; Product development; antibiotic agent; beta 2 adrenergic receptor stimulating agent; ciprofloxacin; ipratropium bromide; liposome; long acting drug; respiratory tract agent; rifampicin; Adaptive response; ADME; Best-practices; Biopharmaceuticals; Coherent data; Collaborative research; Combination therapy; Critical factors; Drug administration; Drug solubility; Drug targets; Industry practices; Inhalation toxicology; Isolated perfused lung; Key topics; Localisation; Lung disease; Open innovation; Product developers; Pulmonary drug; Regulatory agencies; Safety studies; Temporal relationships; Transporter; aerosol; area under the curve; asthma; bioequivalence; bronchoscopy; bronchus mucosa; chronic obstructive lung disease; computational fluid dynamics; cystic fibrosis; dose calculation; dosimetry; drug absorption; drug blood level; drug delivery system; drug disposition; drug elimination; drug formulation; drug industry; drug metabolism; drug response; drug safety; drug solubility; human; image analysis; lung disease; lung lavage; lung parenchyma; lung tuberculosis; maximum plasma concentration; microdialysis; nonhuman; pneumonia; priority journal; product development; review; risk factor; sputum analysis; time to maximum plasma concentration; toxicity testing; toxicokinetics; Drug products","Review","Final","","Scopus","2-s2.0-79953027576"
"Shamah R.A.E.; Elssawabi S.M.","Shamah, Rania Abd Elmonem (57194211771); Elssawabi, Shaymaa M. (57063249400)","57194211771; 57063249400","Facing the open innovation gap: measuring and building open innovation in supply chains","2015","Journal of Modelling in Management","10","1","","50","75","25","9","10.1108/JM2-02-2013-0009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954561048&doi=10.1108%2fJM2-02-2013-0009&partnerID=40&md5=0cc4073b095518a4338cd951fa005b47","Purpose – This study aims to develop a standardized instrument to measure open innovation and trust. The instrument is designed to examine the willingness of those involved in supply chains (SCs) to apply open innovation. It may also be used to observe the potential role of customers, competitors and suppliers in improving the performance of SCs. Design/methodology/approach – This survey of the extant studies of Multinational Automobiles Assembly lines in Egypt involved a questionnaire, which was provided across all grades at the middle managerial level. This questionnaire was divided into two main sections. The first section was concerned with elements of open innovation such as innovation, shared values and shared knowledge. The second section was focused on interrelated types of organizational and extra-organizational trust. Findings – The developed instrument was designed to access and analyze the different types of trust required for the optimal application of open innovation. Its purpose was to enhance customer satisfaction, and to help to create better internal-customer performance and the provision of innovative products. This explorative study indicated that Multinational Automobile Assembly lines in Egypt are willing to apply open innovation methods to improve their performance. Research limitations/implications – The study had a number of limitations. As the survey was conducted entirely on Multinational Automobile Assembly lines in Egypt, the applicability of the proposed scale will need to be tested further on different countries and types of industry. Originality/value – There is little empirical research about implementation of open innovation. Practitioners and researchers should find value in this unique instrument tool. © 2015, © Emerald Group Publishing Limited.","Measurement; Open innovation; Supply chain management; Trust","","Article","Final","","Scopus","2-s2.0-84954561048"
"Jie Z.","Jie, Zhao (57903949700)","57903949700","A Study on the Mechanism of Open Innovation on Enterprise Innovation Ability","2014","13th Wuhan International Conference on E-Business, WHICEB 2014","","","","580","588","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138691635&partnerID=40&md5=64d4a331fda9d9e9b355bf42eee23979","The implement of enterprises open innovation has great significance on improving its innovation ability. The main purpose of the enterprises implement of open innovation is to obtain the ten key resources, and the measurement of enterprise innovation ability mainly focused on the enterprise inject, production, management, marketing, output five aspects. The thesis constructed the relationship model between open innovation and enterprise innovation ability, and used structural equation model to verify the rationality of the conceptual model of relationship, the result of which shows that both the horizontal and vertical cooperation between enterprises, the government-industry-university-research cooperation as well as the public innovation platform construction is conducive to the improvement of enterprise innovation ability. © 2014, Association for Information Systems. All rights reserved.","Enterprise Innovation Ability; Open Innovation; Structural Equation Model","Conceptual model; Enterprise innovation ability; Innovation abilities; Key resources; Measurements of; Open innovation; Production management; Relationship model; Structural equation models; University research; Information systems","Conference paper","Final","","Scopus","2-s2.0-85138691635"
"Nicolov M.; Dolca I.","Nicolov, Mirela (57225104861); Dolca, Ioan (56177891800)","57225104861; 56177891800","Open innovation in practice - Case of Romania","2012","23rd DAAAM International Symposium on Intelligent Manufacturing and Automation 2012","2","","","1055","1058","3","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901347640&partnerID=40&md5=4556f1b684b2b78e3dfa968317d57406","In the present paper we make a study on the types of innovations in the last decade in industry and services sector. After a brief review of existing innovation models in the literature, are presented different types of innovators: product innovations, process innovations and product and process innovations in industry and services sector in Romania. It is done a modeling of innovation types between 2000 and 2010 and a forecasting for the next 20 years. It's a new study based on data that were taken in Romania only after 2000. Copyright © (2012) by Danube Adria Association for Automation and Manufacturing (DAAAM).","Innovation; Innovations in industry sector; Innovations in services sector; Measurement of economic growth; Product and process innovations","Economics; Industry; Manufacture; Economic growths; Industry sectors; Innovation models; Innovation types; Process Innovation; Product innovation; Services sectors; Types of innovations; Innovation","Conference paper","Final","","Scopus","2-s2.0-84901347640"
"Sie R.L.L.; Bitter-Rijpkema M.; Sloep P.B.","Sie, Rory L. L. (25655628700); Bitter-Rijpkema, Marlies (6506285701); Sloep, Peter B. (6507020262)","25655628700; 6506285701; 6507020262","The influence of coalition formation on idea selection in dispersed teams: A game theoretic approach","2009","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5794 LNCS","","","732","737","5","2","10.1007/978-3-642-04636-0_76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450231955&doi=10.1007%2f978-3-642-04636-0_76&partnerID=40&md5=e39ae96934a42b395b345e1a25b7a42a","In an open innovation environment, organizational learning takes place by means of dispersed teams which expand their knowledge through collaborative idea generation. Research is often focused on finding ways to extend the set of ideas, while the main problem in our opinion is not the number of ideas that is generated, but a non-optimal set of ideas accepted during idea selection. When selecting ideas, coalitions form and their composition may influence the resulting set of accepted ideas. We expect that computing coalitional strength during idea selection will help in forming the right teams to have a grand coalition, or having a better allocation of accepted ideas, or neutralising factors that adversely influence the decision making process. Based on a literature survey, this paper proposes the application of the Shapley value and the nucleolus to compute coalitional strength in order to enhance the group decision making process during collaborative idea selection. © 2009 Springer Berlin Heidelberg.","Coalition formation; Dispersed team; Game theory; Idea selection; Open innovation","E-learning; Education; Electric conductivity measurement; Fluorine containing polymers; Game theory; Information management; Knowledge management; Coalition formations; Decision making process; Group Decision Making; Idea generation; Literature survey; Open innovation; Optimal sets; Organizational learning; Shapley value; Team games; Decision making","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-70450231955"
"","","","15th Americas Conference on Information Systems, AMCIS 2009, Volume 8","2009","15th Americas Conference on Information Systems 2009, AMCIS 2009","8","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870547660&partnerID=40&md5=bfafcd6596fca53ab951eae7a5d3ae66","The proceedings contain 72 papers. The special focus in this conference is on information systems, technologies, the developments of technologies and engineering in America. The topics include: business models of ERP system providers; systems developers define their own information needs; individual factors in virtual teams; assessing student interest in hybrid course delivery at the MBA level; characteristics of IS security approaches with respect to healthcare; descendents of ServQual in online services research; transforming the decision making process in Egypt; information security compliances and knowledge management capabilities in international diversification; motivations for enterprise system adoption; secure mobile support of independent sales agencies; secure mobile support of independent sales agencies; information systems economics; IS in today's business school curriculum; establishing the IT disaster recovery planning construct; estimating data volumes of RFID-enabled supply chains; measuring RFID benefits in supply chains; a situational implementation method for business process management systems; process management maturity assessment; a case of VoIP implementation at a financial services office; measuring DSS effectiveness in a simulated environment; knowledge measurement barriers; IT's impact on organizational performance; a dialectic view on open innovation; modeling time allocation to leisure and travel; evaluating ERP success factors; IT infrastructures in manufacturing; tradable reputation and online economic efficiency; tradable reputation and online economic efficiency and software firm business models with virtual communities.","","","Conference review","Final","","Scopus","2-s2.0-84870547660"
