"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Wiengarten F.; Humphreys P.; McKittrick A.; Fynes B.","Wiengarten, Frank (36160776700); Humphreys, Paul (7005959792); McKittrick, Alan (35076303000); Fynes, Brian (6602487406)","36160776700; 7005959792; 35076303000; 6602487406","Investigating the impact of e-business applications on supply chain collaboration in the German automotive industry","2013","International Journal of Operations and Production Management","33","1","","25","48","23","85","10.1108/01443571311288039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871999280&doi=10.1108%2f01443571311288039&partnerID=40&md5=11fbc1e4b0fb6581542f7ec2cac2fa34","Purpose: The internet and web-based technologies have enabled the integration of information systems across organisational boundaries in ways that were hitherto impossible. The measurement of e-business (EB) value has been traditionally considered as a single construct. However, the desire to develop a comprehensive understanding of the impact of EB applications from a theoretical perspective has resulted in the modelling of multiple EB constructs. The impact of EB enabled collaboration on operational performance was also investigated. The purpose of this paper is to explore the enabling role of multiple dimensions of EB investigating if all EB applications impact directly and positively on supply chain collaboration. Design/methodology/approach: A web-based survey was carried out to collect data within the German automotive industry. Structural equation modelling was conducted to test the measurement and structural model. Findings: The results provide justification for the modelling of EB in multiple dimensions. Furthermore, some EB applications impacted positively on supply chain collaboration whilst some did not. The results also proved that EB enabled collaboration impacted directly and positively on the multiple dimensions of operational performance tested. Practical implications: EB applications cannot be viewed by practising managers as being universally beneficial in improving collaboration across a buyer-supplier boundary. However, the results reveal that, by carefully selecting the most appropriate EB applications, operations improvement benefits can be realised across a range of operational metrics due to enhanced supply chain collaboration. Originality/value: The deconstruction of EB into multiple constructs will enable the measurement of EB value to be more accurately assessed. Furthermore, the direct impact of EB-enabled collaboration to facilitate interaction and integration and its impact on operational performance adds to the body of knowledge within the larger research field of supply chain collaboration. © Emerald Group Publishing Limited.","Collaboration; E-business technologies; E-business value; Germany; Innovation; Operational performance; Supply chain management","","Article","Final","","Scopus","2-s2.0-84871999280"
"Peruzzini M.; Mengoni M.; Germani M.","Peruzzini, Margherita (34971929300); Mengoni, Maura (22634930400); Germani, Michele (7003708542)","34971929300; 22634930400; 7003708542","AN exploratory study to fill the GAP between co-design tools and industrial applications","2011","Proceedings of the ASME Design Engineering Technical Conference","2","PARTS A AND B","","1599","1608","9","1","10.1115/DETC2011-48958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863590806&doi=10.1115%2fDETC2011-48958&partnerID=40&md5=0395c2969f18f6b5880b8c79749b88ae","This paper deals with the application of remote collaborative environments in product design, in particular for design review activities. In this context, companies actually face some troubles: limited knowledge about available tools, difficulty in coming to know and using innovative systems, and complexity in evaluating the impact of the technology on design collaboration. The present research suggests a novel collaborative environment (the CoReD platform) that merges system simplicity, project-oriented approach and customizable functions. It defines a metric-based protocol considering both performances and cognitive aspects to assess collaboration quality and then monitors design review sessions within three industrial Consortia. Research contributions are to answer two main questions: how to arrange a low-cost co-design environment and how to effectively evaluate the human-system interaction and collaborative performance in industrial use. Experimental results highlight that the CoReD platform is able to efficiently improve collaborative processes by affecting both product-process performance and human-based collaboration, mainly thanks to: system architecture simplicity, low cost, high customizable functionalities and ease of use for remote design. However, results demonstrate also that significant advantages can be achieved only if industrial partners have a good level of technical expertise and high motivation to collaborate each other. © 2011 by ASME.","Co-design; CVE (Collaborative Virtual Environment); Human-Computer Interaction (HCI); Industrial applications; Multidisciplinary teamwork","Industrial applications; Innovation; Co-design environments; Co-designs; Cognitive aspects; Collaborative environments; Collaborative performance; Collaborative process; Collaborative virtual environment; Customizable; Design collaboration; Design review; Ease-of-use; Exploratory studies; Human-system interaction; Industrial partners; Industrial use; Innovative systems; Low costs; Multidisciplinary teamwork; System architectures; Technical expertise; Product design","Conference paper","Final","","Scopus","2-s2.0-84863590806"
"El-Attar A.; Tairi H.; Karim M.","El-Attar, A. (53863625100); Tairi, H. (14632764700); Karim, M. (55725724800)","53863625100; 14632764700; 55725724800","An easy framework for an accurate estimation of the Structure from Motion","2012","2nd International Conference on Innovative Computing Technology, INTECH 2012","","","6457772","164","169","5","0","10.1109/INTECH.2012.6457772","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874462635&doi=10.1109%2fINTECH.2012.6457772&partnerID=40&md5=d578236699b2b52e8a82c26d1b8e479a","In this paper we introduce a simple framework for the Structure From Motion problem resolution using the classical and general formulation of the problem. We propose a two steps algorithm that does not impose any constraints on the scene. The purpose of the first step is the extraction of a convenient 'Projective Reconstruction' using a simple method. Indeed, it firstly initializes the projective calibration of the scene and then refines it using non-linear optimization. The extracted reconstruction is then integrated in the second step consisting on the upgrade of the reconstruction to a metric one; this is done through the research of the camera intrinsic parameters necessary for the upgrade stage. A multi-stage auto-calibration algorithm is proposed to iteratively estimate each parameter alone and finally refines all of them at once. Once these parameters are obtained, the 3D Euclidean reconstruction of the scene is extracted using a publicly available Multi-View Stereo software. © 2012 IEEE.","3D reconstruction; Camera Auto-Calibration; multi-stage algorithm; Projective Reconstruction; Structure From Motion","Algorithms; Calibration; Cameras; Innovation; Iterative methods; Three dimensional computer graphics; 3D reconstruction; Auto calibration; Multi-stage; Projective reconstruction; Structure from motion; Three dimensional","Conference paper","Final","","Scopus","2-s2.0-84874462635"
"Ezzahout A.; Youssef H.M.; Thami R.O.H.","Ezzahout, Abderrahmane (57222166944); Youssef, Hadi Moulay (55611664800); Thami, Rachid Oulad Haj (6504495627)","57222166944; 55611664800; 6504495627","Detection evaluation and testing region incoming people's in a simple camera view","2012","2nd International Conference on Innovative Computing Technology, INTECH 2012","","","6457804","179","183","4","1","10.1109/INTECH.2012.6457804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874460739&doi=10.1109%2fINTECH.2012.6457804&partnerID=40&md5=ac4defc953442c5eec7ef981a25f270f","Moving object detection is considered as a crucial phase of automatic video surveillance systems, particularly, people detection is the first important step in any technique of video analysis processes wich can be divided in many stations as motion estimation, tracking people etc. Several methods have been developed for this problem of separating the foreground and background pixels in video surveillance. This paper focuses on computable evaluation of some people detection algorithms for four different video sequences. Our study is based on quantitative and qualitative results respectively by calculating the loss of foreground pixels. Particularly, Three methods have been evaluated by using two metrics: False Negative Error (FNE) and False Positive Error (FPE). In the result we choose the algorithm witch minimize the Error (%). Practically the good technique which dominates on the video surveillance applications is the statistical representation of pixels in foreground which named Gaussian Mixture Model (GMM). In the second part of this paper we control the people entering in a supervised region and we trigger an alarm system in order to find out person presence. © 2012 IEEE.","Background Subtraction; Error; False Negative Error; False Positive; Moving Object Detection; Surveillance system","Alarm systems; Errors; Innovation; Motion estimation; Object recognition; Pixels; Video signal processing; Background subtraction; False negative errors; False positive; Moving-object detection; Surveillance systems; Security systems","Conference paper","Final","","Scopus","2-s2.0-84874460739"
"Beszédes Á.; Schrettner L.; Gyimóthy T.","Beszédes, Árpád (6506259777); Schrettner, Lajos (36633367000); Gyimóthy, Tibor (6603266536)","6506259777; 36633367000; 6603266536","Development of a unified software quality platform in the Szeged InfoPólus Cluster","2012","Proceedings of the European Conference on Software Maintenance and Reengineering, CSMR","","","6178929","495","498","3","0","10.1109/CSMR.2012.65","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860516664&doi=10.1109%2fCSMR.2012.65&partnerID=40&md5=ef50521f2a05167486c15bc9a4bad211","In Software Quality Assurance, system status reports are key to the stakeholders for controlling software quality. Although we may rely on a large number of low level measurements to this end, their interpretation and the way of connecting them to high level quality attributes is always a challenge. In this paper we report on a complex project involving industrial partners whose aim is the development of a unified software quality platform that deals with and bridges these low and high level quality aspects, and provides a basis for the industrial applications of the approach. The project is implemented by a consortium of software industry members of the Szeged Software Innovation Pole Cluster and associated researchers with the support from the EU co-financed national grant promoting innovation clusters of small and middle-sized enterprises. The approach to the unified quality platform is based on the Goal-Question-Metric paradigm and a supporting software infrastructure, and its novelty lies in a unified representation of the low level metrics and the high level questions that evaluate them to address software quality assurance goals. It allows the definition of various complex questions involving different types of metrics, while the supporting framework enables the automatic collection of the metrics and the calculation of the answers to the questions. We present details about the design and development of the quality platform and its relation to the applications that are being developed by the industrial members of the consortium. © 2012 IEEE.","Goal Question Metric; Metrics; Modeling; Quality model; Software quality assurance","Computer software maintenance; Computer software selection and evaluation; Industrial applications; Models; Quality assurance; Reengineering; Software engineering; Complex projects; Complex questions; Design and Development; Goal-question-metric; Industrial partners; Low level; Metrics; Quality aspects; Quality attributes; Quality models; Software industry; Software infrastructure; Software innovations; Software Quality; Software quality assurance; System status; Quality control","Conference paper","Final","","Scopus","2-s2.0-84860516664"
"Baratto P.; Cadena A.","Baratto, P. (54683394100); Cadena, A. (6602178139)","54683394100; 6602178139","Benefits of implementing a demand response program in a non-regulated market in Colombia","2011","2011 IEEE PES Conference on Innovative Smart Grid Technologies Latin America SGT LA 2011 - Conference Proceedings","","","6083189","","","","1","10.1109/ISGT-LA.2011.6083189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455258062&doi=10.1109%2fISGT-LA.2011.6083189&partnerID=40&md5=2715e7de40dcab60f7e5e786f13a482f","Different energy markets in many countries have been put in place different programs to make electricity demand responsive to prices or reliability needs. In this work we evaluate the consequences of directly translating the prices from the wholesale energy market to the retail energy market as a mechanism to promote changes in energy consumption patterns. We use as a case study a non-regulated market in Colombia to measure the benefits of varying the consumption energy from one hour to another (peak and non-peak hour). We also propose some performance metrics that help utilities and system operators recognize the value of implementing demand response programs. Results show benefits of approximately two hundred million of COP annually and peak reductions of 1%, but these benefits depend on the number of clients who participate in these programs and their load curves. © 2011 IEEE.","Demand response; energy prices; non-regulated energy market; price elasticity","Commerce; Costs; Elasticity; Energy utilization; Innovation; Power quality; Colombia; Demand response; Demand response programs; Electricity demands; Energy markets; Energy prices; Load curves; Performance metrics; Price elasticity; System operator; Wholesale energy market; Smart power grids","Conference paper","Final","","Scopus","2-s2.0-83455258062"
"Scarpellini S.; Valero A.; Llera E.; Aranda A.","Scarpellini, S. (8590326700); Valero, A. (57201019573); Llera, E. (37040594100); Aranda, A. (26634814800)","8590326700; 57201019573; 37040594100; 26634814800","Multicriteria analysis for the assessment of energy innovations in the transport sector","2013","Energy","57","","","160","168","8","36","10.1016/j.energy.2012.12.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880702335&doi=10.1016%2fj.energy.2012.12.004&partnerID=40&md5=b026bcbca8c41607c23f744d9c1c206d","In the current context of environmental and global challenges, eco-innovation has become one of the European Union's priorities. A proper measurement system is a need for the promotion, long-term decision making and progress assessment of eco-innovative activities. Public and private sectors have to refocus their activities in order to pursue maximum profits, not only economic but social and environmental. Conventional indicators and metrics for innovation measurement are not suitable because they do not take into account these three dimensions of the sustainability in a balanced analysis. After identifying the minimum requirements of a method for measuring eco-innovation, a simplified multicriteria analysis based on saving-investment curves is proposed and applied to the transport sector. This approach is suitable to determine how actions should be prioritized providing the basis for further assessments. © 2012 Elsevier Ltd.","Eco-innovation; Energy efficiency; Indicators; Metrics; S/I curves; Sustainable transport","Energy efficiency; Indicators (instruments); Investments; Eco-innovation; Innovation measurements; Metrics; Multi Criteria Analysis; Public and private sector; S/I curves; Social and environmental; Sustainable transport; assessment method; decision making; energy efficiency; European Union; investment; sustainability; transportation development; Sustainable development","Article","Final","","Scopus","2-s2.0-84880702335"
"Ermolov K.","Ermolov, Kirill (56118986700)","56118986700","Throughput modeling in IEEE 802.11 WLAN-based wireless networks","2013","Conference of Open Innovation Association, FRUCT","","","6737942","31","36","5","1","10.1109/FRUCT.2013.6737942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898792964&doi=10.1109%2fFRUCT.2013.6737942&partnerID=40&md5=a9cf034a709a152f0cdb05ea61db07ef","Wireless Local Area Networks (WLANs) are nowadays the most widely used indoor wireless networks that found a large variety of wireless applications. WLANs are widely used in both home and office networking. Due to the ability of providing high data rate access, WLANs are significant components of next generation wireless networks. Next generation wireless networks must provide a reliable communication and high data rate under various scenarios. A way of solving these tasks is the application of adaptive methods where system characteristics change according to channel conditions. A reliable model of WLAN operation is required for design and analysis of adaptive rate adaptation methods. In this work, we created a simulation model that is used for analyzing WLAN throughputs under different scenarios. It can be also applied to analyze other important performance metrics such as the delay and probability of collisions. © 2013 FRUCT Oy.","Adaptive rate adaptation; collisions; throughput; wireless networks","Computer simulation; Innovation; Throughput; Wireless local area networks (WLAN); Wireless networks; Wireless telecommunication systems; Adaptive rate; collisions; Indoor wireless networks; Next-generation wireless network; Performance metrics; Reliable communication; System characteristics; Wireless application; Standards","Conference paper","Final","","Scopus","2-s2.0-84898792964"
"Amore M.D.; Schneider C.; Žaldokas A.","Amore, Mario Daniele (39361063900); Schneider, Cédric (35105913900); Žaldokas, Alminas (55699709300)","39361063900; 35105913900; 55699709300","Credit supply and corporate innovation","2013","Journal of Financial Economics","109","3","","835","855","20","389","10.1016/j.jfineco.2013.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879795824&doi=10.1016%2fj.jfineco.2013.04.006&partnerID=40&md5=eb0ff5275e70a8d317e1a67be81869d8","We present evidence that banking development plays a key role in technological progress. We focus on manufacturing firms' innovative performance, measured by patent-based metrics, and employ exogenous variations in banking development arising from the staggered deregulation of banking activities across US states during the 1980s and 1990s. We find that interstate banking deregulation had significant beneficial effects on the quantity and quality of innovation activities, especially for firms highly dependent on external capital and located closer to entering banks. Furthermore, we find that these results are strongly driven by a greater ability of deregulated banks to geographically diversify credit risk. © 2013 Elsevier B.V.","Banking deregulation; Financial development; Innovation; Risk diversification","","Article","Final","","Scopus","2-s2.0-84879795824"
"Li Y.","Li, Yanhong (55718888300)","55718888300","Workforce agility metric in EIS","2012","Proceeding of 2012 International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2012","2","","","422","425","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870577020&partnerID=40&md5=5a93ed732357dd1c88c9349cf380dc24","Agility is one of key solutions to responding to changing surroundings. Enterprise Information systems (EISs) are main support for enterprise developing. Agility of EISs impacts greatly on enterprise's competitiveness. Agility of workforce in SDLC of EISs could not be ignored when studying on agility of EISs, but no relative research work has been reported till now. This study is on workforce agility in EISs, based on relative literatures, focusing on features of agile workforce, workforce agility metric in EISs is provided, with explanation and focus analysis when measuring agility of workforce, which can help to evaluate and facilitate agility of workforce, combining other metric in EISs such as hardware and software, which can also help to guide EISs' agility improvement well. ©2012 IEEE.","Agility; Enterprise information systems(EISs); Metric; Workforce","Competition; Industrial engineering; Industry; Information management; Innovation; Agility; Enterprise information system; Hardware and software; Key solution; Metric; Workforce; Information systems","Conference paper","Final","","Scopus","2-s2.0-84870577020"
"Castells P.; Wang J.; Lara R.; Zhang D.","Castells, Pablo (8928406700); Wang, Jun (55902731900); Lara, Rubén (12041646000); Zhang, Dell (7405356099)","8928406700; 55902731900; 12041646000; 7405356099","Workshop on Novelty and Diversity in Recommender Systems - DiveRS 2011","2011","RecSys'11 - Proceedings of the 5th ACM Conference on Recommender Systems","","","","393","394","1","12","10.1145/2043932.2044019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82555183071&doi=10.1145%2f2043932.2044019&partnerID=40&md5=30e3091615b6fb5000dc0c785b512707","Novelty and diversity have been identified as key dimensions of recommendation utility in real scenarios, and a fundamental research direction to keep making progress in the field. Yet recommendation novelty and diversity remain a largely open area for research. The DiveRS workshop gathered researchers and practitioners interested in the role of these dimensions in recommender systems. The workshop seeks to advance towards a better understanding of what novelty and diversity are, how they can improve the effectiveness of recommendation methods and the utility of their outputs. The workshop pursued the identification of open problems, relevant research directions, and opportunities for innovation in the recommendation business. © 2011 Authors.","diversity; evaluation; metrics; novelty; recommender systems; utility","Research; diversity; evaluation; metrics; novelty; utility; Recommender systems","Conference paper","Final","","Scopus","2-s2.0-82555183071"
"Ruiz-Mercado I.; Canuz E.; Walker J.L.; Smith K.R.","Ruiz-Mercado, Ilse (28268058500); Canuz, Eduardo (16645077500); Walker, Joan L. (7405586662); Smith, Kirk R. (7410184308)","28268058500; 16645077500; 7405586662; 7410184308","Quantitative metrics of stove adoption using Stove Use Monitors (SUMs)","2013","Biomass and Bioenergy","57","","","136","148","12","71","10.1016/j.biombioe.2013.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887018286&doi=10.1016%2fj.biombioe.2013.07.002&partnerID=40&md5=1f9281954be634041d39e05c32c3bfa7","The sustained use of cookstoves that are introduced to reduce fuel use or air pollution needs to be objectively monitored to verify the sustainability of these benefits. Quantifying stove adoption requires affordable tools, scalable methods and validated metrics of usage. We quantified the longitudinal patterns of chimney-stove use of 80 households in rural Guatemala, monitored with Stove Use Monitors (SUMs) during 32 months. We counted daily meals and days in use at each monitoring period and defined metrics like the percent stove-days in use (the fraction of days in use from all stoves and days monitored). Using robust Poisson regressions we detected small seasonal variations in stove usage, with peaks in the warm-dry season at 92% stove-days (95%CI: 87%, 97%) and 2.56 average daily meals (95%CI: 2.40, 2.74). With respect to these values, the percent stove-days in use decreased by 3% and 4% during the warm-rainy and cold-dry periods respectively, and the daily meals by 5% and 12% respectively. Cookstove age and household size at baseline did not affect usage. Qualitative indicators of use from recall questionnaires were consistent with SUMs measurements, indicating stable sustained use and questionnaire accuracy. These results reflect optimum conditions for cookstove adoption and for monitoring in thisproject, which may not occur in disseminations undertaken elsewhere. The SUMs measurements suggestthat 90% stove-days is a more realistic best-case for sustained use thanthe 100% often assumed. Half of sample reported continued use of open-cookfires, highlighting the critical need to verify reduction of open-fire practices in stove disseminations. © 2013 Elsevier Ltd.","Diffusion of innovations; Energy use behavior; Fuel and stove stacking; Improved stove dissemination; Indoor air pollution; Monitoring and evaluation","Guatemala [Central America]; Drought; Indoor air pollution; Scalability; Surveys; Diffusion of innovations; Energy use; Improved stoves; Monitoring and evaluations; Optimum conditions; Poisson regression; Quantitative metrics; Seasonal variation; accuracy assessment; atmospheric pollution; cooking appliance; household energy; indoor air; innovation; Poisson ratio; pollution monitoring; quantitative analysis; rural area; seasonal variation; sustainability; technology adoption; Stoves","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84887018286"
"Van Veen C.","Van Veen, Christopher (55311738200)","55311738200","Spectral imaging provides new view for biotech and medical professionals","2012","Laser Focus World","48","10","","61","64","3","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867721266&partnerID=40&md5=7c923d45c6d672f1a9bbefc58884b195","Innovative spectral sensors are helping in refining Raman, multipoint, and hyperspectral sensors to be used in healthcare and pharmaceutical development and production. A complete Raman spectrum is acquired by scanning a sample under an excitation laser and a 1D fiber array, producing separate images of the sample at every wavelength in the spectrum. It provides an advantage over traditional single-point Raman systems, as acquiring one spectrum takes milliseconds and a full 3D image occurs within a few minutes. High-resolution Raman spectra make this the preferred technique for biomedical diagnostics and research. Analysis by the researchers show that the key metric for any Raman system is optical throughput efficiency of the Raman spectra. This instrument improves test speed while maintaining high SNR and resolution across the spectral band.","","Health care; Innovation; Laser excitation; Sensors; Spectroscopy; 3-D image; Bio medical diagnostics; Excitation lasers; Fiber array; High resolution; High SNR; Hyperspectral sensors; Medical professionals; Multipoint; Optical throughput; Raman systems; Spectral band; Spectral imaging; Spectral sensors; Test speed; Raman scattering","Article","Final","","Scopus","2-s2.0-84867721266"
"Yeh J.-F.; Kuo M.-D.; Hsu Z.-H.","Yeh, Jui-Feng (8696478000); Kuo, Ming-Da (55597672500); Hsu, Zhong-Hua (55597171200)","8696478000; 55597672500; 55597171200","Packet loss concealment using dual-side waveform similarity overlap-and-add","2013","Applied Mechanics and Materials","284-287","","","2867","2871","4","3","10.4028/www.scientific.net/AMM.284-287.2867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873915926&doi=10.4028%2fwww.scientific.net%2fAMM.284-287.2867&partnerID=40&md5=f01f9c786a28eefb5d893d343fbd3349","Packet loss is one of the most essential problems in speech communication. It will cause the information loss and uncomfortable for listeners in voice over IP. This investment proposed an approach based on waveform similarity measure using overlap-and-Add algorithm. The waveform similarity overlap-and-add (WSOLA) technique is an effective algorithm to deal with packet loss concealment (PLC). For real-time time communication, the WSOLA algorithm is widely used to deal with the length adaptation and packet loss concealment of speech signal. Time scale modification of audio signal is one of the most essential research topics in data communication, especially in voice of IP (VoIP). Herein, we proposed the dual-side WSOLA that is derived by standard WSOLA. Instead of only exploitation one direction speech data, the proposed method will reconstruct the lost voice data according to the preceding and cascading voice. The dual-side WSOLA can use both the past and future speech signal waveform to reconstruction voice waveform of lost packet. The evaluations show that the quality of the reconstructed speech signal of the dual-side WSOLA is higher than that of the standard WSOLA and GWSOLA on different packet loss rate and length using the metrics: PESQ and MOS. The significant improvement is obtained by dual side information in the proposed method. The proposed dual-side waveform similarity overlap-and-add (DSWSOLA) outperforms the traditional approaches. © (2013) Trans Tech Publications, Switzerland.","Packet loss concealment; Speech communication; VoIP; WSOLA","Algorithms; Innovation; Internet telephony; Packet loss; Speech communication; Audio signal; Data-communication; Effective algorithms; Essential problems; Information loss; Overlap-and-add; Packet loss concealment; Packet loss rates; Research topics; Side information; Speech data; Speech signals; Time scale modification; Traditional approaches; Voice data; Voice of IP; Voice over IP; VoIP; Wave forms; Waveform similarity; Waveform similarity overlap-and-add; WSOLA; Voice/data communication systems","Conference paper","Final","","Scopus","2-s2.0-84873915926"
"Derrick G.E.; Pavone V.","Derrick, Gemma E. (37074328000); Pavone, Vincenzo (15833184600)","37074328000; 15833184600","Democratising research evaluation: Achieving greater public engagement with bibliometrics-informed peer review","2013","Science and Public Policy","40","5","sct007","563","575","12","33","10.1093/scipol/sct007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885733181&doi=10.1093%2fscipol%2fsct007&partnerID=40&md5=aac452138ef647707591bae03a204eee","The ability of metrics to represent complex information about research in an accessible format has previously been overlooked in preference to debate about their shortcomings as research evaluation tools. Here, we argue that bibliometrics have the potential to widen scientific participation by allowing non-academic stakeholders to access scientific decision making, thereby increasing the democratisation of science. Government policies from 3 countries (UK, Australia and Spain) are reviewed. Each country outlines a commitment to the democratisation of science for one set of policies whilst ignoring this commitment when developing parallel research evaluation policies. We propose a change in dialogue from whether bibliometrics should be used to how they should be used in future evaluations. Future research policies should take advantage of bibliometrics to foster greater democratisation of research to create more socially-reflexive evaluation systems. © The Author 2013. Published by Oxford University Press.","Democratisation of science; Public engagement.; Research evaluation; Science and innovation policy","Australia; Spain; United Kingdom; decision making; democratization; innovation; local participation; science and technology; stakeholder; technology policy","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84885733181"
"Prasanth R.V.; Hoefnagel B.","Prasanth, R.V. (55097554200); Hoefnagel, Bram (55096891500)","55097554200; 55096891500","Unveiling the unknown: Gauging stakeholder perception","2012","Proceedings of the 5th India Software Engineering Conference, ISEC'12","","","","91","96","5","2","10.1145/2134254.2134270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858327588&doi=10.1145%2f2134254.2134270&partnerID=40&md5=de4e59600e776c6d0a2428b27ee6abeb","Captive centers focusing on software platform development are in abundance in India. However, challenges for these software platform groups are manifold in meeting the stakeholder expectations. This arises from the fact that the platform group has to cater to multiple business units internal and external to the parent organization having diverse goals, demands and expectations. In an attempt to quantify these expectations, the software platform group in Philips Healthcare organization of PIC, Bangalore has devised a measurement framework, which aims at gauging the stakeholder's perception by means of qualitative and quantitative attributes. This multi faceted approach looks at platform's effectiveness in penetrating stakeholder's product roadmaps, product quality aspects, contribution to simplicity and innovation in solutions, engagement with our partners and overall efficiency. In this paper, we bring out our journey in formulating, deploying this framework and the future works in enhancing the same. © 2012 ACM.","efficiency; engagement; innovation; metrics; perception; quality; sense; simplicity; stakeholders; vision","Efficiency; Health care; Image quality; Innovation; Sensory perception; Vision; engagement; metrics; sense; simplicity; stakeholders; Software engineering","Conference paper","Final","","Scopus","2-s2.0-84858327588"
"Streveler R.A.; Smith K.A.; Pilotte M.K.","Streveler, Ruth A. (6602166384); Smith, Karl A. (24177708100); Pilotte, Mary K. (55089487800)","6602166384; 24177708100; 55089487800","Mini workshop - Aligning content, assessment, and pedagogy in the design of engineering courses","2011","Proceedings - Frontiers in Education Conference, FIE","","","6142862","","","","4","10.1109/FIE.2011.6142862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863406239&doi=10.1109%2fFIE.2011.6142862&partnerID=40&md5=695f4dc25b62a15f37ab8282fc71b503","The purpose of this workshop is to introduce participants to the integration and alignment of content (or curriculum), assessment, and pedagogy (or instruction) for learning module, course, and program design and provide some essential methods for designing courses and curricula in this way. Rather than treat each of these areas separately, this workshop strives to help participants consider all three elements together in a systematic way. The workshop framing is an engineering design approach, that is to say, it begins with requirements or specifications, emphasizes metrics, and then evolves into preparation of prototypes that meet the requirements. Participants interested in developing rationale, and learning and practicing a model of how to align course content with assessment and pedagogy that they can use to inform the design or re-design of engineering courses are encouraged to attend. © 2011 IEEE.","Assessment; Curriculum alignment; Instruction; Pedagogy","Alignment; Design; Innovation; Rating; Teaching; Technical presentations; Assessment; Course contents; Engineering course; Engineering design; Instruction; Learning modules; Pedagogy; Program design; Curricula","Conference paper","Final","","Scopus","2-s2.0-84863406239"
"Brophey G.; Baregheh A.; Hemsworth D.","Brophey, Glenn (37066899300); Baregheh, Anahita (35101412100); Hemsworth, David (8888217900)","37066899300; 35101412100; 8888217900","Innovation process, decision-making, perceived risks and metrics: A dynamics test","2013","International Journal of Innovation Management","17","3","1340014","","","","5","10.1142/S1363919613400148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878590435&doi=10.1142%2fS1363919613400148&partnerID=40&md5=f97f493c3aca762b51488b940804bd1d","Innovation processes result from a series of decisions and these are influenced by the perceived risks and success metrics faced by the decision-maker. Aiming to understand whether innovation risks and success metrics change during and between innovations, four hypotheses were developed and a questionnaire-based survey was adopted targeting managers of mechanically based manufacturers. Respondents were asked to indicate the importance of perceived risks throughout specific innovations for four domains of risk: marketing, technical, organizational and financial. Respondents were also asked to identify changes in type and magnitude of innovation risk and success metric. Descriptive and statistical tests were conducted to analyse the data. The results suggest that innovation risk changes in type and magnitude during and between innovations and success metrics change in type and magnitude during innovation. This study calls for situation specific research to provide helpful advice to practitioners. © 2013 Imperial College Press.","decision-making; Innovation process; metrics; risks; variance","","Conference paper","Final","","Scopus","2-s2.0-84878590435"
